Song_Name,Album_name,Artist_name,Album_album_type,Album_id,Album_image,Album_label,Album_popularity,Album_release,Album_total_tracks,Artist_followers,Artist_genres,Artist_id,Artist_images,Artist_popularity,Song_Explicit,Song_Top_Tags_lfm,Song_acousticness,Song_danceability,Song_duration_ms,Song_energy,Song_id,Song_instrumentalness,Song_key,Song_liveness,Song_loudness,Song_mode,Song_popularity,Song_speechiness,Song_tempo,Song_time_signature,Song_track_number,Song_valence,Artist_image
Nada Acontece,Nada Acontece,Fernando Catatau,single,3Z9IbRkjxlFLvmIRjVaOx9,https://i.scdn.co/image/ab67616d0000b2736ae80d1de7c8cb7bff5c56be,Fernando Catatau [dist. Tratore],22,2022-01-14,1,1271,['musica cearense'],38HnWuclWrz2BLt7Wek7Aj,,29,False,,0.00153,0.704,201019,0.618,0OceV6izWM1iiT0dxBlmlH,0.0111,5,0.113,-8.637,0,29,0.0345,119.986,4,1,0.499,https://i.scdn.co/image/ab6761610000e5ebc2f2b52fa2a19acda63f9d29
Mas Não Acabou,Direi Mil Vezes Não,Banda A Ruiva,single,798ApmKeqEymoXaISpGQPg,https://i.scdn.co/image/ab67616d0000b27333f73417079296ef24d9e339,Banda A Ruiva,26,2019-12-01,4,6438,['forro de favela'],2ECUozzMnwGq3KdJba9nBw,,22,False,,0.0669,0.82,243357,0.702,7pqoeSVJgCtwTqGDGJ1xk7,0.0,0,0.397,-4.842,1,32,0.0294,127.057,4,1,0.778,https://i.scdn.co/image/ab67616d0000b27333f73417079296ef24d9e339
Quente e Colorido,Quente e Colorido,Illy,single,5A63mDBA1MSmqUpMU5ZSac,https://i.scdn.co/image/ab67616d0000b2730cb2199862a5d74ed05c7a8b,Alá Comunicação e Cultura,46,2022-01-14,1,14506,"['nova mpb', 'nova musica carioca']",5gWFbdcQOMRYz1cdCuBxWO,,45,False,,0.484,0.687,228223,0.552,18ngMCPo2m3W4rDzuUs9Cn,0.000206,11,0.328,-8.921,0,53,0.0311,120.022,4,1,0.669,https://i.scdn.co/image/ab6761610000e5eb77c08d58b73bb7e508361351
Malvadão (feat. Xamã),Verão 2022,Bonde do gato preto,album,7z5hpbFAi9V67h31xJbZNH,https://i.scdn.co/image/ab67616d0000b273aed0d9ad06b58b4070727bc3,FPS Music Digital / Sensação Produções,35,2022-01-14,9,250117,"['arrochadeira', 'forro']",5A6NOdTbk43Jnr0GxFZQei,,57,False,,0.694,0.893,136908,0.747,3tcopAkkah3dlEoEjsBMmM,6.31e-05,9,0.15,-4.541,1,37,0.0435,130.091,4,7,0.866,https://i.scdn.co/image/ab6761610000e5ebac488dbca4b9829d2ef5c717
Vou Te Amar (Cigana) / Mentes Tão Bem (Ao Vivo),Ao Vivão 2,Murilo Huff,album,3gk1xSGEtECX50QHtUq9pc,https://i.scdn.co/image/ab67616d0000b2737159ab9a2ee5653dd3167831,Artinvox,72,2021-12-17,11,180955,"['arrocha', 'sertanejo pop']",3hq7WoPJsrRP0KMSLhUgRz,,73,False,,0.393,0.42,247780,0.63,6EWnCxhRTUMwpmvYYQKuZz,0.0,2,0.456,-6.324,1,64,0.0654,111.749,4,2,0.32,https://i.scdn.co/image/ab6761610000e5eb9a98422399d0b6e1bdd9d22a
Espelho do Poder,Espelho do Poder,O Conde Só Brega,single,3hEiQ2Xz9oSj62AvB5uCaD,https://i.scdn.co/image/ab67616d0000b27336aebbb88a895ddab923dbb1,O Conde só Brega,37,2021-12-03,1,1608,[],1Fwo1NcyRIEDraRN1fy495,,38,False,,0.12,0.691,124629,0.692,0UhTd5L9pckBiwuqMJBJl3,1.18e-06,0,0.741,-7.213,1,44,0.0389,148.009,4,1,0.91,https://i.scdn.co/image/ab67616d0000b273d3a38af8f26699d057ec9763
Primeiro Beijo,Walkyria Santos Única 2 - Minha História,Walkyria Santos,album,1Sq4BsqpyT1pHw1MHcgtSc,https://i.scdn.co/image/ab67616d0000b27357ad014b07b38812aed331e7,Walkyria Santos,49,2021-12-24,22,43354,['forro'],1Ilt2BMVmqKiNCpfthrAMC,,45,False,,0.483,0.485,178588,0.939,5XyXczD7YpXm88M94lthms,0.0,0,0.867,-3.964,0,40,0.0887,97.531,4,4,0.666,https://i.scdn.co/image/ab6761610000e5ebb5a3b87466ea0c53b3fd94f6
Cara de Safada,Cara de Safada,Paulo Sampaio,single,0mqnY0qROQvq4JCQnEUxOI,https://i.scdn.co/image/ab67616d0000b2739bd3cbacc0733c2a1879513e,Paulo Sampaio,26,2022-01-17,1,2151,[],2vpsASsk7a3Lp3ufEagUm1,,26,False,,0.577,0.739,156360,0.833,6Nen6VDb2euzhZOqj1Cuv0,0.0,3,0.101,-5.108,0,33,0.0409,150.044,4,1,0.81,https://i.scdn.co/image/ab6761610000e5ebeaa2095b79fddc6af7ed888f
LEILÃO - Piseiro Remix,Leilão (Piseiro Remix),Gloria Groove,single,6uswbhb8Elw3GXHLEsuLkx,https://i.scdn.co/image/ab67616d0000b273594c383dbe5f46d647f29fd9,SB Music,51,2021-12-16,1,1517913,"['funk carioca', 'pop lgbtq+ brasileira']",7rXMvXRnWHaSwnVvPeUUfw,,79,True,,0.0523,0.702,160500,0.858,521W8oRdJ6wZbXjGVVfJvn,2.32e-05,4,0.0339,-5.464,0,58,0.0652,160.005,4,1,0.846,https://i.scdn.co/image/ab6761610000e5eb4c4496641ec759f265e09fda
Meu Corpo no Seu Corpo,Minhocão,Gabryel Hortega,album,2Jgue1dGzZ4gYnhz5Ini4w,https://i.scdn.co/image/ab67616d0000b273987c39c4f87c0451727e6d48,Gabryel Hortega,23,2022-01-21,10,108,[],5MVTazLjrh3n2mXc1o8HfG,,14,True,,0.214,0.674,137138,0.863,5tinAV1bkOeGAHO3LJz5DZ,0.0,0,0.0827,-3.948,1,30,0.0335,140.076,4,6,0.961,https://i.scdn.co/image/ab6761610000e5ebae9f6815471a6a988b1dda43
Doente de Amor,Doente de Amor,Dan Valente,single,4NTe04tQB7VlbRv8n9Oy9l,https://i.scdn.co/image/ab67616d0000b273f814767fd34ceb7970fe17a9,Siri Music,48,2022-01-14,1,2878,[],17sGY60WPWSyht06JOzCbk,,38,False,,0.185,0.806,140765,0.799,0SmsR6G3QY4MnDCuwiW3QQ,0.0,4,0.0884,-2.648,0,55,0.0407,140.005,4,1,0.944,https://i.scdn.co/image/ab6761610000e5eb93f8b7b45316b6e308ed7235
Onda Poderosa / Citação: Abalou,Onda Poderosa / Citação: Abalou,Ivete Sangalo,single,031Zl5kgrUiOm6l5RE2i6u,https://i.scdn.co/image/ab67616d0000b27345f3cb6b20e0b88132398a3c,Universal Music Ltda.,49,2022-01-21,1,1804548,"['arrocha', 'axe', 'funk carioca', 'mpb', 'pagode', 'pop nacional', 'samba reggae']",7dzq55YG3wjViqexDwiycQ,,70,False,,0.0683,0.767,254561,0.91,0ufa6F0EztswDDsWRbcMok,0.0,5,0.0635,-5.841,0,56,0.0652,111.975,4,1,0.968,https://i.scdn.co/image/ab6761610000e5eb89ceb079f2d221a691e708f4
Bem Melhor,Bem Melhor,Igor Montenegro,single,6Jfy0qxoJyBKwJ49kmc6az,https://i.scdn.co/image/ab67616d0000b2738117c0d02292deaecff47415,igor montenegro,14,2022-01-28,1,707,['pop rock brasileiro'],1CUKPgTCIlikmIjZHyk04e,,12,False,,0.173,0.667,170207,0.716,3cY8qp573FISEz99erccT7,0.0,9,0.348,-5.896,1,21,0.0889,97.102,4,1,0.61,https://i.scdn.co/image/ab6761610000e5ebfa789255b2aa3de5493f78c3
Rosinha,Rosinha,Aldair Playboy,single,2IHT2nZ9E2NkjqoAUofHtE,https://i.scdn.co/image/ab67616d0000b273468e676372f2ff4b088661bd,Aldair Playboy,37,2022-01-28,1,513228,"['batidao romantico', 'brega funk', 'brega romantico', 'forro de favela', 'funk carioca']",6LjdKBMnP1Da8Oe6WhrN56,,53,False,,0.488,0.77,139448,0.82,162Ja8XKCHnPkEtW6OjrCa,7.14e-06,7,0.0649,-2.7,0,44,0.0667,142.007,4,1,0.98,https://i.scdn.co/image/ab6761610000e5eb9c110d2d52a599acaba81707
Festa do Bota,Se Joga Novinha,A Lancha,album,5KU8MBz1vAAbWxB8GHsFfR,https://i.scdn.co/image/ab67616d0000b27352b8c635ab286caa6df944f8,Star Music,51,2021-11-29,9,1599,[],2wbcjJhdaJj8Y5ImNdRwVK,,41,False,,0.216,0.724,218453,0.931,5x42g1S83XeLCfuuPHnq62,0.000273,9,0.122,-3.204,1,58,0.0731,119.975,4,2,0.689,https://i.scdn.co/image/ab67616d0000b27352b8c635ab286caa6df944f8
Tudo Bateu,Tudo Bateu,Ivete Sangalo,single,2JPBsl0RmL0koMHG8hzE3Z,https://i.scdn.co/image/ab67616d0000b27322857cc8bc8ca6c95cb40dd2,Universal Music Ltda.,47,2022-01-28,1,1804548,"['arrocha', 'axe', 'funk carioca', 'mpb', 'pagode', 'pop nacional', 'samba reggae']",7dzq55YG3wjViqexDwiycQ,,70,False,,0.0228,0.671,228330,0.829,73V4hpSoL889KOpT22uO49,1.43e-05,5,0.231,-6.777,1,54,0.0404,92.027,4,1,0.674,https://i.scdn.co/image/ab6761610000e5eb89ceb079f2d221a691e708f4
Meu Coração Me Odeia,Lado a Lado (DELUXE),Taty Girl,album,0bsKW2OOv1ZbaoZiElNsW5,https://i.scdn.co/image/ab67616d0000b273a24a34e809e35ea21e99b51b,Taty Girl,50,2021-11-19,8,88280,"['arrocha', 'forro', 'forro de favela']",3vvHdmRO7G0C3sWP5mHxDE,,55,False,,0.489,0.652,160008,0.88,5hCqV11w5bJ9K3lDo9D4gq,0.0,4,0.231,-3.962,1,48,0.0519,74.976,4,1,0.787,https://i.scdn.co/image/ab6761610000e5ebc94f90d65cedb9e9cebbce6d
Completamente Apaixonado,Fernando Catatau,Fernando Catatau,album,1pP6XoftJqib7n3rgJFFIi,https://i.scdn.co/image/ab67616d0000b273ea9b3d894191713791f844d2,Fernando Catatau [dist. Tratore],37,2022-02-04,11,1271,['musica cearense'],38HnWuclWrz2BLt7Wek7Aj,,29,False,,0.0156,0.852,271448,0.421,10nJEBmkVzACssFFLawbU5,0.295,7,0.109,-10.268,0,30,0.0442,118.013,4,2,0.469,https://i.scdn.co/image/ab6761610000e5ebc2f2b52fa2a19acda63f9d29
Miau,Miau,Jaquelline,single,06ONbHFfxLCXYfTbmWBft0,https://i.scdn.co/image/ab67616d0000b2735b021661fe2e07209ca42ff2,Resumo Produtora,25,2022-02-01,1,385,[],1Da3wpyj2BDNAuZ19OkLll,,22,True,,0.48,0.68,143350,0.891,04tExQJiF48v8vCGkyLuGu,2.27e-05,7,0.11,-3.206,1,31,0.0355,151.868,4,1,0.907,https://i.scdn.co/image/ab6761610000e5eb5bf6ca5c87f19412bb9d5d3d
Quero um Lolove,Paredão de Rua,Thiago Vas,single,3DEe4YOt98AsaLK9rWIvuG,https://i.scdn.co/image/ab67616d0000b273ada82302dcec4acd9d64cc0d,thiagovasconcelos,31,2022-02-04,5,69,[],2CBClYgflxpLjU1YBatxUn,,21,False,,0.569,0.756,175338,0.906,3th0lZuI4VKJQz2hE5GwW0,0.0,8,0.0494,-2.566,0,37,0.0927,148.094,4,1,0.97,https://i.scdn.co/image/ab6761610000e5eb307e7bf52a4ac2dbd7e984f4
Quero um Lolove,Quero um Lolove,Thiago Vas,single,57IhgLFYqRLvGMeKgrD8M6,https://i.scdn.co/image/ab67616d0000b273462a90f29527da770a2182ed,thiagovasconcelos,5,2022-02-04,1,69,[],2CBClYgflxpLjU1YBatxUn,,21,False,,0.569,0.756,175338,0.906,71LCQ9um24Or9PhSkSLUij,0.0,8,0.0494,-2.566,0,10,0.0927,148.094,4,1,0.97,https://i.scdn.co/image/ab6761610000e5eb307e7bf52a4ac2dbd7e984f4
PQP! (tu fez do jeito que eu queria),LIA (pt.1),Lia Clark,album,65MKPvNVH77wWCFayg1TTX,https://i.scdn.co/image/ab67616d0000b27369d375e5ac39c755c6a135d2,LIA CLARK,57,2022-02-03,7,296196,"['funk pop', 'pop', 'pop lgbtq+ brasileira']",3bY8SmKlzUFImE0mt0zDjY,,53,True,,0.308,0.865,141000,0.979,649Ntn6cPAkjAw6urn9qEd,5.9e-06,9,0.041,-1.567,1,53,0.279,160.065,4,2,0.915,https://i.scdn.co/image/ab6761610000e5eb6c2a4e348f4b8a9dcadbc842
Novinha,Novinha,Railan Soares,single,1lJdxwkzuKkRb1rzYQsZUf,https://i.scdn.co/image/ab67616d0000b273fdc6ed13360d87bace2edd17,Railan Soares,48,2022-01-27,1,6237,['arrocha'],1ZiAbjeFlD1GqnyYzDBLRQ,,45,False,,0.244,0.759,148714,0.823,38sWNf9gVJjsJscVDO3Qct,1.56e-05,11,0.0862,-4.292,0,55,0.0498,139.98,4,1,0.889,https://i.scdn.co/image/ab6761610000e5eb3207584c5ce90f7896cc4e67
Tapa Tapa Sentadão,Tapa Tapa Sentadão,Vitinho Imperador,single,62mMmmo3tPyjhw9SMeqBEH,https://i.scdn.co/image/ab67616d0000b273ac68a33c2e12a96ec8b7d3cc,ONErpm,51,2022-01-21,1,115718,"['arrocha', 'forro', 'sertanejo pop']",6xrc4RXcso9uKlYWlIANPU,,62,False,,0.179,0.762,160500,0.936,5fT9ydXBgX1opemLE99XS7,0.000134,5,0.0263,-3.736,0,57,0.0606,160.069,4,1,0.841,https://i.scdn.co/image/ab6761610000e5ebb88893d33db1a6636f77f341
Dona da Minha Mente,Na Pegada do Imperador,Vitinho Imperador,album,1OOIWh2D43McezJAirL1P3,https://i.scdn.co/image/ab67616d0000b273094d45a0ba61266203bef8e3,ONErpm,52,2022-02-18,10,115718,"['arrocha', 'forro', 'sertanejo pop']",6xrc4RXcso9uKlYWlIANPU,,62,False,,0.124,0.784,150370,0.919,4LMy83fQaIrhnpu35QHIYp,2.29e-05,5,0.0755,-5.147,1,54,0.057,162.072,4,1,0.947,https://i.scdn.co/image/ab6761610000e5ebb88893d33db1a6636f77f341
Coisas da Vida,Coisas da Vida,As Fadas,single,2RQFkgXzUwhaXkeQt86VoO,https://i.scdn.co/image/ab67616d0000b273f533bf71952c55e16547eee7,Brega Inn Funk,41,2021-11-04,1,4291,[],1hX01mAaCinSkTc74Y4g4h,,37,False,,0.231,0.684,141662,0.952,4xPBKKAnVdWri9eQlQ5eVt,3.57e-05,9,0.0579,0.013,1,48,0.101,165.011,4,1,0.65,https://i.scdn.co/image/ab67616d0000b273f533bf71952c55e16547eee7
Solução,Sucessos,Banda Flor Da Paixão,album,0E9uiyBI4gG8LeJZjzsLDD,https://i.scdn.co/image/ab67616d0000b2734ac71b7220a33f09e3a68602,MR Music,27,2019-08-23,9,12041,['forro de favela'],7wvj6w7GcsKtQqH1o0pkqM,,33,False,,0.45,0.749,205035,0.537,6ato0qHZaBWlUJxgdheiyT,0.0,4,0.396,-6.877,1,31,0.029,130.04,4,9,0.738,https://i.scdn.co/image/ab6761610000e5eb31ce8947763cf252701544e1
Modo Diaba,Modo Diaba,Diego Faco,single,0VTpyuysS7WRHY4ABDTTJ0,https://i.scdn.co/image/ab67616d0000b2739836969f7d8c94d6c2e79508,2021 D&E MUSIC,28,2022-01-28,4,354,[],60a9Gfh622Iz7aPSgxsrtm,,27,False,,0.296,0.822,190590,0.773,4y4VV58GF5AeInvUj0Jqz4,0.0,6,0.29,-4.958,0,34,0.0479,139.989,4,1,0.889,https://i.scdn.co/image/ab6761610000e5eb51bd6b4a4398507b90ff1e31
Eu Já Tava Bem,Eu Já Tava Bem,Nuzio Medeiros,single,1wieldUzjqcAkQa3C1563g,https://i.scdn.co/image/ab67616d0000b27363bde66a9936d8b8fa2338b3,One Play,36,2021-10-27,1,9302,['forro'],55tbxmVOI2mQ5eBWXPK7tL,,46,True,,0.448,0.772,132414,0.814,7uprSOea6RWRY7PnEcu845,9.38e-05,4,0.0832,-1.056,0,43,0.037,145.038,4,1,0.888,https://i.scdn.co/image/ab6761610000e5eb908f7e48277085fb1489a2b8
Rodízio de Cama,Rodízio de Cama,Samyra Show,single,0pFwe1PPJ2xXoJgTjJ70s4,https://i.scdn.co/image/ab67616d0000b273f5b207a61014ec7b7bf4cf9c,"Samyra Show Gravacoes, Edicoes Musicais e Eventos Ltda",40,2022-02-18,1,130843,['forro'],4Tf3QqoMHY7pAeE51Ib8Il,,35,False,,0.563,0.652,204259,0.866,0VT46oKFyN6xQscBdiQsey,7.75e-05,4,0.0719,-2.63,0,47,0.0308,153.948,4,1,0.856,https://i.scdn.co/image/ab6761610000e5ebb9b64032e5120bd861278d77
Poesia Acústica 12 - Pra Sempre,Poesia Acústica 12 - Pra Sempre,Pineapple StormTv,single,34N8rLUMtF7t2uDA4sHtKr,https://i.scdn.co/image/ab67616d0000b27343ebbc439bb7c1669ebc2ab5,Pineapple StormTV,72,2022-02-24,1,4908952,"['rap baiano', 'trap baiano', 'trap brasileiro']",09U6hmCerKcIJrixubiBjm,,76,True,,0.451,0.636,472174,0.665,4can6ssapSsRCEbZZfYL8K,0.0,11,0.338,-5.172,0,78,0.0503,91.976,4,1,0.374,https://i.scdn.co/image/ab6761610000e5ebe915b03e0d384550b452d024
Bunda no Paredão,Bunda no Paredão,Xiclim,single,5lgYhezn9kyDAKMg2x8KuF,https://i.scdn.co/image/ab67616d0000b273a384feba2f12e563056e99a8,GBL Music,42,2022-02-18,1,112,[],7rtdlU6cbUNgnAjG2xXVhb,,33,True,,0.24,0.817,122310,0.721,6ykiLd7WwLto3OUNYUhJmT,0.0306,0,0.137,-5.062,0,49,0.0435,143.995,4,1,0.97,https://i.scdn.co/image/ab6761610000e5ebbc42c054b5b6f693e3e272ce
Melhor Sorriso,"Banda Amor Secreto, Vol. 1",Banda Amor Secreto,album,2zGJIlGWW88PsfoItS4bvf,https://i.scdn.co/image/ab67616d0000b2730ea4968a900eedf59f4eae03,Jwb Digital Music,36,2017-09-04,17,15825,['forro de favela'],1ENQHmbh2GV02pr0dMgojB,,31,False,,0.876,0.727,195344,0.492,3guOU5C3h3N3QmNT8NC6Xr,0.00337,5,0.0894,-7.608,0,32,0.0296,144.974,4,6,0.941,https://i.scdn.co/image/ab67616d0000b2730ea4968a900eedf59f4eae03
Elefante,Zoo,Brandão85,album,3jqd57ft9JoXiJnIJreNHb,https://i.scdn.co/image/ab67616d0000b273c2097dfb81145dc6dbd3cf93,Hash Produções Reserva,63,2022-02-17,7,24544,['rap cearense'],2KwQkyJzT9r6Hh56jtfuse,,57,True,,0.272,0.71,192054,0.509,2kdhf7bIpR4u749H0eLKys,0.0,2,0.137,-10.505,0,62,0.05,115.01,4,2,0.49,https://i.scdn.co/image/ab6761610000e5ebdd39c41e2cf9df8d00a2397a
Senta Amorzão,Senta Amorzão,Nadson O Ferinha,single,5NNI7nKxEUm6fupg3G8gzO,https://i.scdn.co/image/ab67616d0000b273333c03189f3e22425a32172d,FPS Music Digital,37,2022-02-18,1,41012,['arrocha'],7KdmibNmW5J0q5YtGnJqQ8,,51,False,,0.519,0.732,154197,0.791,1pnRgQ8G6jJUAgCzPrXzus,0.000796,5,0.0948,-5.032,1,44,0.0325,132.012,4,1,0.556,https://i.scdn.co/image/ab6761610000e5ebdebeb670a7c968b6bafda0d6
Duas da manhã,Duas da manhã,Wam Baster,single,7JItcnjkDnvC7zwE9InwaR,https://i.scdn.co/image/ab67616d0000b273bafe7e3ead6f9fcac8b99b78,DEEPGYN,35,2021-02-20,1,11970,[],1mESdWKOyZOqzAOZbZzUjJ,,47,True,,0.168,0.74,169846,0.523,3Bq7sOrp0AkqlVc2kXKBL5,0.0,5,0.054,-6.438,0,42,0.226,129.604,4,1,0.255,
EU REPAREI NA PEÇA,EU REPAREI NA PEÇA,Wam Baster,single,03PT0r5dXdadmM2ywlUvnk,https://i.scdn.co/image/ab67616d0000b2737e9f23d03ab8e68047a4e299,DeepGyn,37,2021-04-28,1,11970,[],1mESdWKOyZOqzAOZbZzUjJ,,47,False,,0.138,0.919,234091,0.538,4IrhYRidvnT3UngKIH6QjI,0.0197,2,0.147,-8.32,1,44,0.149,129.977,4,1,0.561,
My Sound,My Sound,Gusty,single,0XzBFyDhuI0XkvL6KnzmDj,https://i.scdn.co/image/ab67616d0000b273ac5751d0837d0c2c8c905045,O Problema é GRAVE,29,2021-08-13,1,2649,"['brazilian bass', 'brazilian edm']",1EGzWaoNjgTZAYZgB1EwxW,,35,False,,0.301,0.831,185806,0.716,3b1UlG6MvSrAYgbD0j2JCY,0.035,7,0.0947,-6.854,1,36,0.133,124.014,4,1,0.49,https://i.scdn.co/image/ab6761610000e5ebc609a6ddec6e782d59edea12
Dark Sun,Dark Sun,Gusty,single,0woOGMoirOd1Dh92l7i3ob,https://i.scdn.co/image/ab67616d0000b273879e0d0f5edde8974aaef071,Lemon Drops,32,2021-10-22,1,2649,"['brazilian bass', 'brazilian edm']",1EGzWaoNjgTZAYZgB1EwxW,,35,False,,0.0231,0.823,157440,0.897,4jW9ZAApg3CrE0LgocclLG,0.825,6,0.359,-4.737,0,39,0.0824,125.002,4,1,0.807,https://i.scdn.co/image/ab6761610000e5ebc609a6ddec6e782d59edea12
Mtg Baile da Serra,Mtg Baile da Serra,tzxn,single,6WoIgDwGUavJdQUFdrQvgY,https://i.scdn.co/image/ab67616d0000b2734461829982429a54ba5e592b,Offline Rec,28,2021-09-24,1,304,[],30qcTskEK8yNFTIX0O7vMF,,31,True,,0.0388,0.704,144197,0.525,1jzdW6h7A8YJ9J5dPDrYPb,0.000873,0,0.0685,-7.412,0,35,0.2,86.784,5,1,0.416,https://i.scdn.co/image/ab6761610000e5eb942f1cc5a75f16fadf81cf8e
Ô SORTE,CARNASET 2021,Jean du PCB DJ,album,4XmIx1OSht6w0xluEFNEot,https://i.scdn.co/image/ab67616d0000b273c2a67ef9501684c881a5d986,DIRETORIA 027,39,2021-04-16,12,2803,['funk capixaba'],2Ksj15gJzbC0QitLtWMV7J,,40,True,,0.518,0.679,172356,0.93,0xrJ1Fd5N4bve3AYQfpmBl,0.0,2,0.12,0.011,1,45,0.344,144.792,4,1,0.966,https://i.scdn.co/image/ab6761610000e5eb037d343b49bc9fa7a15b11f7
10 e Faixa - Ao Vivo,10 e Faixa (Ao Vivo),Jeninho,single,5jjaeO9GzaG8RtaIE7V1Ds,https://i.scdn.co/image/ab67616d0000b2730bc599cb946bfdcbee16f3a6,ComMúsica & Jenner Melo,46,2021-06-04,1,443,[],6MV2UXdX8Pqy25rI7dl6os,,37,False,,0.51,0.878,163279,0.683,3dPlFJytwG6WgfaoXK9h1o,0.0,4,0.169,-5.867,0,53,0.0549,125.122,4,1,0.935,https://i.scdn.co/image/ab6761610000e5eb1ef8b31febe92ab012346a11
"Saudade Alcoólica (Trapnejo, Pt. 2)","Saudade Alcoólica (Trapnejo, Pt. 2)",Dan Lellis,single,4c7mXomIZopn4cTc3nCDxt,https://i.scdn.co/image/ab67616d0000b273ddfe334c506922d1ae43fd9b,Máfia Records,45,2021-10-01,1,397765,"['funk carioca', 'rap df', 'sertanejo pop']",7Jp5Nw7cNZTkwFgJX06Cqk,,58,False,,0.00306,0.827,198425,0.696,6CFU0NyRwFGtaXLXr4sXn4,6.04e-05,6,0.111,-4.61,1,51,0.0396,124.947,4,1,0.649,https://i.scdn.co/image/ab6761610000e5ebead6728fc18cb7ae3921029a
Jasmim,Jasmim,Hungria Hip Hop,single,1tBrAQ9JBEamTypvEtOGz5,https://i.scdn.co/image/ab67616d0000b273e7067f71cc73e7c76844ec69,Hungria Hip Hop,54,2021-09-24,1,7403693,"['brazilian hip hop', 'rap df', 'trap brasileiro']",0vLuOi2k62sHujIfplInlK,,73,False,,0.433,0.588,223360,0.609,42pOZKprNiM6Wpa1KJuhnT,0.0106,4,0.224,-8.086,0,61,0.0283,96.056,4,1,0.555,https://i.scdn.co/image/ab6761610000e5eb517cbf9be3059c045cc54e99
Filho - Ao Vivo,Filho (Ao Vivo),Gabriel Guedes de Almeida,single,33Unmm1Eo3g5QEVIZQXVUn,https://i.scdn.co/image/ab67616d0000b2734adb6b19c3a602d3062d6c7f,Onimusic,52,2021-10-05,1,697305,"['adoracao', 'brazilian gospel']",5ETTRSAa5g5uIMNOgqnJPB,,65,False,,0.527,0.495,245137,0.466,6eX2KGfKHNniRaOmhBCL2p,0.0,2,0.111,-6.933,1,59,0.0323,125.736,4,1,0.346,https://i.scdn.co/image/ab6761610000e5eb422c4458947d8018ecd52043
Bunda No Calcanhar,Bunda No Calcanhar,Mc Dricka,single,2BPdTSd8waY2gfNq2TK9WA,https://i.scdn.co/image/ab67616d0000b273d07f14c2770a948a8fd2839c,Som Livre,37,2021-09-24,1,340599,"['funk bh', 'funk carioca']",4d175LvxCzxt5vHbJyv49q,,66,True,,0.0848,0.953,155684,0.877,0ZMKWVBeFGb4aSeavCWLVY,0.0,5,0.0945,-4.469,1,44,0.127,131.951,4,1,0.719,https://i.scdn.co/image/ab6761610000e5eb68e651d90b84215935dd769c
Imensurável,Imensurável,Aline Barros,single,4G9RmSVTkpZWqXjdX6l8tX,https://i.scdn.co/image/ab67616d0000b273092be720d1a685d9741487a2,Sony Music Entertainment,57,2021-09-16,3,2966619,"['adoracao', 'brazilian gospel']",2aKyKSggb31Kw9s9i3iXoo,,65,False,,0.0811,0.411,358558,0.588,3acR6F3KuMXVGTk9dwIrKB,0.0,3,0.0995,-10.725,1,64,0.0589,143.476,4,1,0.184,https://i.scdn.co/image/ab6761610000e5eb59224a8e8e3133a179ee1822
OH Mãe Como A Isabela Ta No Baile,OH Mãe Como A Isabela Ta No Baile,DJ Cris Fontedofunk,single,7ILhyZ8MPtiPHZFFqp8v4S,https://i.scdn.co/image/ab67616d0000b273d0c19b9beeb60f826ef42350,DJ Cris Fontedofunk Apresenta,20,2021-08-07,1,344,[],0EhiryMrdvuoQeN63sHXyS,,22,False,,0.668,0.886,208014,0.755,7e2sFeC4wGoxT7X9b4fXZN,0.0,1,0.341,-5.114,1,27,0.21,134.936,4,1,0.542,https://i.scdn.co/image/ab6761610000e5ebbb30794d82b087280ca904a6
Anjo,Anjo,Jefferson Moraes,single,34CpA5n3SmRNU2hGPArkSS,https://i.scdn.co/image/ab67616d0000b273eba75a0e9a056fc7244ca65e,Som Livre,32,2021-09-24,1,1157027,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",40t5KmKTi2ajyJmerMYY4C,,52,False,,0.893,0.556,237059,0.325,1FNx8GLRlQek2IsDrZPL65,0.0,0,0.161,-4.971,1,39,0.028,149.766,3,1,0.384,https://i.scdn.co/image/ab6761610000e5eb6796ed3ccf344b26095afb10
Vai Sua Cavalona Vs Nós Tá Tipo Surfista (feat. Mc Th & MC Menor MT),Vai Sua Cavalona Vs Nós Tá Tipo Surfista (feat. Mc Th & MC Menor MT),DJ TITÍ OFICIAL,single,1U48mXjWfFC1XnTBA7DwN5,https://i.scdn.co/image/ab67616d0000b27351d764e9d5a8f15d2c9490f3,MDB,43,2021-06-12,1,11206,['rave funk'],0hhuWXnDOhe2ByXnLJGjXZ,,55,True,,0.078,0.878,161250,0.875,3ZHHH8CSxZtiWegdN0Snob,0.0,4,0.327,-2.695,1,50,0.318,132.131,4,1,0.743,https://i.scdn.co/image/ab6761610000e5eb2d81a6193d896eb350e8754d
